id,,fclt_name,ctprvn_nm,sgnr_nm,legaldong_cd,legaldong_cd_si,legaldong_cd_gu,legalemd_nm,adstrd_cd,adstrd_nm,rdnmaddr_cd,rdnm_addr,zip_cd,grid_cd,x_cd,y_cd,opmt_plce,fstvl_bgn_dt,fstvl_bgn_dt_year,fstvl_bgn_dt_month,fstvl_bgn_dt_day,fstvl_end_dt,fstvl_end_dt_year,fstvl_end_dt_month,fstvl_end_dt_day,fstvl_cn,mnnst,auspc_instt,supt_instt,telno,hmpg,rlt_inf,data_stdde,prvd_agnc_cd,prvd_agnc_nm,lst_updt_dt,data_orgn,FILE_NAME,base_ymd
KC488PO20N000608,,금천하모니벚꽃축제 2019,서울특별시,금천구,1154510300,11,11545,시흥동,,,1.15E+11,서울특별시 금천구 시흥대로73길 70 (시흥동),8611,다사465399,37.45706511,126.8960352,금천구청 광장 및 안양천변,20190405,2019,4,5,20190406,2019,4,6,"개막공연(금나래의전설), 꽃길만 걷자(아트브리지, 빛아트 등), 금천하모니오케스트라, 우리동네 슈퍼스타, 하모니벚꽃장 등",금천하모니벚꽃축제거버넌스,서울특별시 금천구청+금천문화재단,서울특별시,02-2627-1442,https://gcfac.or.kr/content?gcfac_menu_cd=U0107,,20200616,3170000,서울특별시 금천구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000609,,정조대왕 능행차 공동재현,서울특별시,금천구,1154510300,11,11545,시흥동,1154571000,시흥제5동,1.15E+11,서울특별시 금천구 은행나무로 45 (시흥동),8642,다사476392,37.4510151,126.9075078,시흥IC~시흥행궁,20191005,2019,10,5,20191005,2019,10,5,"의궤복원 프로그램(행렬, 격쟁 등), 주요행사(전통공연, 체험프로그램),주민환영행사프로그램(구민퍼레이드, 향토문화축제 등)",금천구,"서울특별시, 수원시, 화성시",서울특별시,02-2627-1452,http://www.kingjeongjo-parade.kr/,,20200616,3170000,서울특별시 금천구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000622,,2019 수원독서문화축제,경기도,수원시 팔달구,4111513100,41,41115,장안동,,,4.11E+11,경기도 수원시 팔달구 신풍로 74 (장안동),16252,다사568210,37.287537,127.0135776,장안공원,20191012,2019,10,12,20191012,2019,10,12,독서축제,수원시 도서관사업소,수원시,,031-228-4802,,돼지열병 확산방지를 위한 축제 취소,20200316,3740000,경기도 수원시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000623,,2019 수원연극축제,경기도,수원시 권선구,4111313100,41,41113,서둔동,4111356000,서둔동,4.11E+11,경기도 수원시 권선구 서둔로 166 (서둔동),16614,다사543187,37.2667769,126.9850191,경기상상캠퍼스,20190524,2019,5,24,20190526,2019,5,26,연극 및 퍼포먼스,(재)수원문화재단,수원시,,031-290-3532,,,20200316,3740000,경기도 수원시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000625,,제56회 수원화성문화제,경기도,수원시 팔달구,4111512300,41,41115,남창동,4111574000,행궁동,4.11E+11,경기도 수원시 팔달구 행궁로 11,16261,다사570203,37.2809881,127.0152227,"화성행궁, 행궁광장, 연무대 등 수원화성 일원",20191003,2019,10,3,20191006,2019,10,6,제56회 수원화성문화제,(재)수원문화재단,수원시,,031-228-2415,http://www.swcf.or.kr/shcf/,,20200316,3740000,경기도 수원시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000626,,2019 수원등불축제,경기도,수원시 팔달구,4111512800,41,41115,매향동,4111574000,행궁동,4.11E+11,경기도 수원시 팔달구 수원천로392번길 44-6 (매향동),16254,다사572210,37.28754,127.018085,수원천,20191003,2019,10,3,20191006,2019,10,6,수원사랑 등불축제,(재)수원문화재단,수원시,,031-228-2415,http://www.swcf.or.kr/shcf/,,20200316,3740000,경기도 수원시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000629,,2019 음식 문화축제,경기도,수원시 팔달구,4111512300,41,41115,남창동,4111574000,행궁동,4.11E+11,경기도 수원시 팔달구 정조로 825 (남창동),16258,다사569204,37.281882,127.014393,신풍지구남측부지(구 우체국 자리),20191003,2019,10,3,20191006,2019,10,6,"국제 자매도시 조리사 초청 음식전, 음식문화개선 홍보관 등",갈비중식일식축제협의회 외식업지부,수원시,,031-228-2233,,,20200316,3740000,경기도 수원시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000658,,왕방산 국제MTB대회,경기도,동두천시,4125010300,41,41250,생연동,4125056500,불현동,4.13E+11,경기도 동두천시 어등로 45 (생연동),11320,다사622890,37.90083977,127.0704987,왕방산 일원,20191020,2019,10,20,20191020,2019,10,20,국제MTB대회,(사)대한자전거연맹,(사)대한자전거연맹,"동두천시, 동두천시의회 등",031-860-2209,http://mtb.ddc.go.kr,,20200522,3920000,경기도 동두천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000659,,2019 제4회 이담농악두드림대축제,경기도,동두천시,4125010300,41,41250,생연동,4125053500,중앙동,4.13E+11,경기도 동두천시 중앙로 268 (생연동),11329,다사608896,37.90543939,127.0546796,중앙 도심교통광장,20190615,2019,6,15,20190615,2019,6,15,동두천시 무형문화재 제3호 이담농악보존회에서 주관하는 축제,이담농악보존회,이담농악보존회,동두천시,031-860-2063,http://www.ddc.go.kr,,20200522,3920000,경기도 동두천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000660,,제4회 동두천 국제 트레일러닝 대회,경기도,동두천시,4125010300,41,41250,생연동,4125056500,불현동,4.13E+11,경기도 동두천시 어등로 45 (생연동),11320,다사622890,37.90083977,127.0704987,종합운동장,20190420,2019,4,20,20190420,2019,4,20,천혜의 자연 경관을 바탕으로 명실상부한 국내 최고의 트레일러닝대회,럭엑스런,럭엑스런,"동두천시, 문화체육관광부",031-860-2209,http://www.korea50k.com,,20200522,3920000,경기도 동두천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000684,,K-POP광장 야외시네마,서울특별시,강남구,1168010500,11,11680,삼성동,1168058000,삼성1동,1.17E+11,서울특별시 강남구 영동대로 513 (삼성동),6164,다사610459,37.51182328,127.0591597,코엑스 K-POP광장,20190426,2019,4,26,20191004,2019,10,4,야외시네마 및 부대행사,강남구,서울특별시 강남구,,02-3423-5535,http://www.gangnam.go.kr/board/article/2425/view.do?mid=FM0503&pgno=1&keyfield=bdm_main_title&keyword=야외시네마&schArticle=ARTICLE_03,"국내최대 옥외전광판을 활용한 야외영화제(4/26-27, 5/3-4,  10/1-4)",20200507,3220000,서울특별시 강남구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000686,,K-POP 뮤직페스티벌,서울특별시,강남구,1168010500,11,11680,삼성동,1168058000,삼성1동,1.17E+11,서울특별시 강남구 영동대로 513 (삼성동),6164,다사610459,37.51182328,127.0591597,코엑스 광장,20190530,2019,5,30,20191003,2019,10,3,상시 K-POP 공연,강남구,서울특별시 강남구,사)한국무역협회,02-3423-5535,www.facebook.com/2019KMF/,"관내 기획사와 연계한 상시 K-POP공연(5/30-6/1, 8/16-17, 9/30-10/3)",20200507,3220000,서울특별시 강남구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000687,,2019 강남페스티벌 패션쇼,서울특별시,강남구,1168010500,11,11680,삼성동,1168058000,삼성1동,1.17E+11,서울특별시 강남구 영동대로 513 (삼성동),6164,다사610459,37.51182328,127.0591597,도산공원,20190928,2019,9,28,20190929,2019,9,29,패션축제를 통한 지역경제 활성화 유도,강남문화재단,서울특별시 강남구,,02-6712-0512,www.gfac.kr,,20200507,3220000,서울특별시 강남구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000688,,2019 강남페스티벌,서울특별시,강남구,1168010500,11,11680,삼성동,1168058000,삼성1동,1.17E+11,서울특별시 강남구 영동대로 513 (삼성동),6164,다사610459,37.51182328,127.0591597,강남구 전역,20190926,2019,9,26,20191005,2019,10,5,"개막제, K-POP 콘서트 등",강남구,강남구+강남문화재단+(사)한국무역협회,현대백화점 면세점+GKL+제일타카㈜,02-3423-5534,http://festival.gangnam.kr/,,20200507,3220000,서울특별시 강남구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000689,,C-festival 2019,서울특별시,강남구,1168010500,11,11680,삼성동,1168058000,삼성1동,1.17E+11,서울특별시 강남구 영동대로 513 (삼성동),6164,다사610459,37.51182328,127.0591597,코엑스 영동대로,20190502,2019,5,2,20190506,2019,5,6,"인사이트 콘서트, 잇더서울, Craft Beer Festival 등",강남구+CMC위원회+코엑스,무역협회+서울특별시 강남구,서울특별시+한국관광공사 등,02-6000-8121,http://www.c-festival.com/index.html,,20200507,3220000,서울특별시 강남구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000694,,2019 안성맞춤 남사당 바우덕이축제,경기도,안성시,4155031033,41,41550,보개면,4155031000,보개면,4.16E+11,경기도 안성시 보개면 남사당로 198,17508,다바829927,37.03286724,127.3078041,안성맞춤랜드,20191002,2019,10,2,20191006,2019,10,6,"남사당공연, 국내 전통공연, 해외민속공연, 안성장터 재현 등",안성맞춤남사당바우덕이축제위원회,안성시,문화체육관광부경기도지역진흥재단,031-678-2512,www.anseong.go.kr,,20200331,4080000,경기도 안성시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000695,,제15회 영양산나물축제,경상북도,영양군,4776025022,47,47760,영양읍,4776025000,영양읍,4.78E+11,경상북도 영양군 영양읍 군청길 37,36537,마바440533,36.66718111,129.1123668,영양군청 일원,20190502,2019,5,2,20190505,2019,5,5,"판매, 체험, 공연, 부대행사",(재)영양축제관광재단,영양군,,054-680-6411,yftf.kr,축제 프로그램 등,20200330,5170000,경상북도 영양군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000696,,2019 영양고추 H.O.T Festival,서울특별시,중구,1114010300,11,11140,태평로1가,1114055000,명동,1.11E+11,서울특별시 중구 세종대로 110 (태평로1가),4524,다사538520,37.56631769,126.9778284,서울광장,20190827,2019,8,27,20190829,2019,8,29,"판매, 체험, 공연, 부대행사",영양군,영양군,"농림축산식품부, 농촌진흥청, 국립농산물품질관리원, 경상북도, KBS, 한국농수산식품유통공사,한국농어촌공사,한국식품연구원,(사)대한민국김치협회,영양고추유통공사,NH농협은행 영양군지부, 영양농협,남영양농협",054-680-6571,영양군청홈페이지 주소,"고추판매 축제,일정 등",20200330,5170000,경상북도 영양군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000715,,와룡문화제,경상남도,사천시,4824033032,48,48240,용현면,4824033000,용현면,4.82E+11,경상남도 사천시 용현면 시청로 77,52539,라라514677,35.00361954,128.0642075,사천시청 노을광장 일원,20190426,2019,4,26,20190428,2019,4,28,“사주천년”이라는 역사적 자긍심과 지역의 정통성을 상징하는“용(龍)과 왕(王) (고려현종)”이라는 주제로 지역의 정체성과 공동체 의식을 표현한 축제,(재)사천문화재단,사천시,"농협 사천시지부, 한국남동발전, 한국항공우주산업주식회사, BAT 코리아, 한전ICPS주식회사, design made",055-835-6492,www.sccf.or.kr,"주민복지박람회, 구암제 동시 개최",20200306,5340000,경상남도 사천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000758,,제13회 신성한마음축제,대전광역시,유성구,3020012500,30,30200,신성동,3020055000,신성동,3.02E+11,대전광역시 유성구 가정로 120 (신성동),34128,다바872207,36.38422742,127.357276,사이언스 대덕종합운동장,20190810,2019,8,10,20190810,2019,8,10,"주민발표회, 벼룩시장, 체험 등 부대행사",신성동마을축제추진위원회,신성동마을축제추진위원회,,042-601-6788,,,20200302,3670000,대전광역시 유성구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000759,,제17회 한여름밤의 축제,대전광역시,유성구,3020014100,30,30200,전민동,3020057000,전민동,3.02E+11,대전광역시 유성구 엑스포로 476 (전민동),34049,다바915223,36.3985684,127.4053327,엑스포근린공원,20190824,2019,8,24,20190824,2019,8,24,"주민발표회, 체험 등 부대행사, 먹거리 장터 등",전민동마을축제추진위원회,전민동마을축제추진위원회,,042-601-6803,,,20200302,3670000,대전광역시 유성구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000760,,제3회 노은3동한마음축제,대전광역시,유성구,3020012000,30,30200,지족동,3020054800,노은3동,3.02E+11,대전광역시 유성구 지족로 240,34073,다바825207,36.38411195,127.305374,해랑숲근린공원,20190920,2019,9,20,20190920,2019,9,20,"주민발표회, 벼룩시장, 체험 등 부대행사",노은3동 한마음축제추진위원회,노은3동 한마음축제추진위원회,,042-601-6944,,,20200302,3670000,대전광역시 유성구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000761,,2019 노은한마음축제,대전광역시,유성구,3020013200,30,30200,하기동,3020054700,노은2동,3.02E+11,대전광역시 유성구 북유성대로 228 (하기동),34061,다바838209,36.38620154,127.319542,송림근린공원,20190927,2019,9,27,20190927,2019,9,27,"체험마당, 경연마당, 공연마당 등",노은1·2동 한마음축제추진위원회,노은1·2동 한마음축제추진위원회,,042-601-6863,,,20200302,3670000,대전광역시 유성구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000763,,제4회 온천1·2동한마당축제,대전광역시,유성구,3020011100,30,30200,봉명동,3020053000,온천1동,3.02E+11,대전광역시 유성구 계룡로123번길 63,34186,다바861176,36.35574111,127.3454137,유성온천공원,20191005,2019,10,5,20191005,2019,10,5,"주민공연, 체험부스, 벼룩시장, 먹거리 장터 등",온천1·2동한마당축제추진위원회,온천1·2동한마당축제추진위원회,,042-601-6685,,,20200302,3670000,대전광역시 유성구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000764,,제9회 관평골축제,대전광역시,유성구,3020014600,30,30200,관평동,3020060000,관평동,3.02E+11,대전광역시 유성구 테크노중앙로 88,34030,다바905252,36.4243927,127.3940968,동화울 수변공원,20191011,2019,10,11,20191011,2019,10,11,"주민발표회, 체험 등 부대행사",관평동마을축제추진위원회,관평동마을축제추진위원회,,042-601-6895,,,20200302,3670000,대전광역시 유성구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000765,,제14회 구즉한마당축제,대전광역시,유성구,3020014700,30,30200,송강동,3020058000,구즉동,3.02E+11,대전광역시 유성구 송강로42번길 34 (송강동),34008,다바896263,36.43500958,127.3841005,송강근린공원,20191012,2019,10,12,20191012,2019,10,12,"화합경기,부대행사, 공연, 먹거리 등",구즉한마당축제추진위원회,구즉한마당축제추진위원회,,042-601-6835,,,20200302,3670000,대전광역시 유성구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000766,,제21회 진잠주민화합한마당,대전광역시,유성구,3020010100,30,30200,원내동,3020052000,진잠동,3.02E+11,대전광역시 유성구 진잠로59번길 53 (원내동),34229,다바834113,36.29952727,127.3150867,진잠초등학교,20191019,2019,10,19,20191019,2019,10,19,"경로위안잔치, 주민화합잔치, 청소년페스티벌, 주민가요제",진잠주민 화합의 한마당 추진위원회,진잠주민 화합의 한마당 추진위원회,,042-601-6655,,,20200302,3670000,대전광역시 유성구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000773,,강동선사문화축제,서울특별시,강동구,1174010700,11,11740,암사동,1174058000,암사제2동,1.17E+11,서울특별시 강동구 올림픽로 875 (암사동),5239,다사674512,37.55985381,127.1308316,서울 암사동 유적,20191011,2019,10,11,20191013,2019,10,13,신석기시대 체험 축제,강동구청,강동구청,,02-3425-5246,http://culture.gangdong.go.kr,,20200225,3240000,서울특별시 강동구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000775,,제37회고싸움놀이축제,광주광역시,남구,2915512300,29,29155,칠석동,,,2.92E+11,광주광역시 남구 고싸움로 2 (칠석동),61758,다라396751,35.06974364,126.837519,고싸움놀이테마파크,20190330,2019,3,30,20190331,2019,3,31,"고싸움놀이 축제, 전통공연, 초청공연, 달집 태우기, 각종 체험프로그램 등",고싸움놀이보존회,고싸움놀이보존회,,062-374-3839,http://www.gossaum.com,없음,20200217,3610000,광주광역시 남구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000776,,2019고싸움놀이축제,광주광역시,동구,2911011300,29,29110,광산동,,,2.91E+11,광주광역시 동구 문화전당로 38 (광산동),61485,다라471836,35.14691459,126.9199954,5.18 민주광장,20190811,2019,8,11,20190811,2019,8,11,"고싸움놀이 축제, 전통공연, 초청공연, 달집 태우기, 각종 체험프로그램 등",고싸움놀이보존회,고싸움놀이보존회,,062-374-3839,http://www.gossaum.com,없음,20200217,3610000,광주광역시 남구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000777,,굿모닝 양림,광주광역시,남구,2915510100,29,29155,사동,2915551000,양림동,2.92E+11,광주광역시 남구 사직길 49-1 (사동),61638,다라463830,35.1416231,126.9114941,양림동 일원,20191010,2019,10,10,20191031,2019,10,31,"1. 전시 : 예술가아카이브전,  양림동의 화가들,  양림 사진전 등 2. 공연 : 가을숲속음악회, 클래식음악회 등 3. 참여 : 시낭송대회, 나도 양림 시낭송가 ○ 체험 : 공예/가을우체통(편지쓰기)등 4. 인문학강의",남구문화원+굿모닝 양림 행사추진위원회,광주광역시 남구,,062-607-2315,http://www.goodmorningyangrim.com/,없음,20200217,3610000,광주광역시 남구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000778,,2019 금정산성축제,부산광역시,금정구,2641011300,26,26410,금성동,2641070000,금성동,2.64E+11,부산광역시 금정구 동문로 38,46237,마라422955,35.2453467,129.0635718,"온천천(장전역 ~ 부산대지하철역), 금정산성다목적광장 일원",20190524,2019,5,24,20190526,2019,5,26,"개막식, 공연·체험 프로그램, 부대행사 등",금정문화재단,부산광역시 금정구,,051-519-4062,http://festival.geumjeong.go.kr,"금정산성, 금정산성막걸리, 금어전통체험 등",20200218,3350000,부산광역시 금정구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000791,,의왕철도축제,경기도,의왕시,4143011000,41,41430,월암동,4143052000,부곡동,4.14E+11,경기도 의왕시 왕송못동로 307 (월암동),16107,다사515232,37.30712099,126.9531474,"레솔레파크, 철도박물관 등",20190504,2019,5,4,20190505,2019,5,5,의왕철도축제 체험 및 공연,의왕시,의왕시축제추진위원회,경기도,031-345-2534,http://uwtrain.net,"왕송호수, 철도박물관, 조류생태과학관",20200204,4030000,경기도 의왕시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000792,,의왕백운예술제,경기도,의왕시,4143010600,41,41430,학의동,4143056000,청계동,4.14E+11,경기도 의왕시 백운로 526 (학의동),16012,다사558316,37.38321292,127.0007588,백운호수주차장,20190921,2019,9,21,20190922,2019,9,22,예술행사 체험,의왕시,의왕시축제추진위원회,경기도,031-345-2534,,백운호수주차장,20200204,4030000,경기도 의왕시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000795,,제20회광안리어방축제,부산광역시,수영구,2650010400,26,26500,광안동,,,2.65E+11,부산광역시 수영구 광안해변로 219 (광안동),48303,마라474854,35.15377436,129.1185216,광안리해변 일원,20190424,2019,4,24,20190426,2019,4,26,"뮤지컬어방, 경상좌수사행렬, 어방그물끌기 한마당, 진두어화, 어방민속마을 등 6개분야 40종목",수영구축제위원회,수영구,,051-610-4062,http://www.suyeong.go.kr/eobang/,,20200123,3380000,부산광역시 수영구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000798,,포항국제불빛축제,경상북도,포항시 남구,4711110300,47,47111,해도동,4711154500,해도동,4.71E+11,경상북도 포항시 남구 희망대로 967,37810,마마689817,36.017859,129.374454,형산강 체육공원 일원,20190531,2019,5,31,20190602,2019,6,2,"국제불꽃쇼, 버스킹 페스티벌, 불빛퍼레이드, 주제공연 등",포항문화재단,포항시,"문화체육관광부,경상북도",054-289-7850,http://www.phcf.or.kr/,"형산강체육공원, 포항운하,영일대해수욕장,포스코 야경포스코 역사관",20200102,5020000,경상북도 포항시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000799,,포항해병대문화축제,경상북도,포항시 남구,4711125630,47,47111,오천읍,4711125600,오천읍,4.71E+11,경상북도 포항시 남구 오천읍 해병로 293,37909,마마724763,35.96902317,129.4127411,"오천읍 냉천수변공원, 도구해안",20190427,2019,4,27,20190428,2019,4,28,"해병대상륙작전, 블랙이글스 에어쇼, 부대방문 등",포항시,포항시,"문화체육관광부,경상북도",054-270-2243,,"오천읍 냉천수변공원, 도구해안",20200102,5020000,경상북도 포항시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000800,,포항운하축제,경상북도,포항시 남구,4711110400,47,47111,송도동,4711155000,송도동,4.71E+11,경상북도 포항시 남구 희망대로 1040 (송도동),37794,마마691824,36.02387158,129.3773906,포항운하 일원,20190921,2019,9,21,20190922,2019,9,22,"이색창작배 경연대회, 방티타고 달리기, 이색레포츠 시연",포항MBC,포항시,경상북도,054-289-0123,http://www.phmbc.co.kr/,포항운하,20200102,5020000,경상북도 포항시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000801,,포항 연날리기 한마당,경상북도,포항시 남구,4711110300,47,47111,해도동,4711154500,해도동,4.71E+11,경상북도 포항시 남구 희망대로 873,37823,마마683809,36.010908,129.368551,형산강고수부지 일원,20191009,2019,10,9,20191009,2019,10,9,"꼬리연 높이 날리기 대회, 체험행사, 사생대회 등",포항CBS,포항시,경상북도,054-277-5500,http://www.phcbs.co.kr/,형산강고수부지,20200102,5020000,경상북도 포항시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000802,,호미곶한민족해맞이축전,경상북도,포항시 남구,4711135022,47,47111,호미곶면,4711135000,호미곶면,4.71E+11,경상북도 포항시 남구 호미곶면 해맞이로 136,37928,마마860886,36.07675839,129.5660588,호미곶 해맞이광장 일원,20191231,2019,12,31,20200101,2020,1,1,"해맞이(일출), 자정행사, 특별행사, 1만명 떡국나둠 등",포항문화재단,포항시,경상북도,054-289-7850,http://www.phcf.or.kr/kr/,"호미곶해맞이광장,새천년기념관,연오랑세오녀상,국립등대박물관,이육사청포도시비,구룡포근대문화역사거리",20200102,5020000,경상북도 포항시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000803,,포항시 대학연합축제(POP),경상북도,포항시 북구,4711310100,47,47113,대흥동,4711352000,중앙동,4.71E+11,경상북도 포항시 북구 중앙상가길 31 (대흥동),37737,마마679839,36.03793871,129.3636807,중앙상가실개천거리 특설무대,20191030,2019,10,30,20191101,2019,11,1,"대학동아리 공연, 길거리 공연",포항대학연합,포항시,,054-270-2246,,,20200102,5020000,경상북도 포항시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000811,,김천국제가족연극제,경상북도,김천시,4715011300,47,47150,백옥동,4715059500,대곡동,4.72E+11,경상북도 김천시 영남대로 1321 (백옥동),39571,라마522922,36.125843,128.081077,김천문화예술회관,20190719,2019,7,19,20190728,2019,7,28,연극공연 및 연기콘테스트 등,김천국제가족연극제추진위원회 영남일보,김천시,"한국문화예술위원회, 경상북도,경상북도교육청",054-435-8279,www.gitf.co.kr,-,20191220,5060000,경상북도 김천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000812,,김천예술제,경상북도,김천시,4715010600,47,47150,남산동,4715053600,평화남산동,4.72E+11,경상북도 김천시 김천로 200,39596,라마559915,36.118896,128.12205,김천시 일원,20191010,2019,10,10,20191020,2019,10,20,시민촬영대회 시민가요제 청소년가요제 동화구연대회 등,한국예총 김천지회,김천시,,054-433-5558,www.artgc.or.kr,-,20191220,5060000,경상북도 김천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000813,,정월대보름달맞이축제,경상북도,김천시,4715010600,47,47150,남산동,4715053600,평화남산동,4.72E+11,경상북도 김천시 김천로 200 (남산동),39596,라마559914,36.118748,128.1221092,직지천 고수부지,20190222,2019,2,22,20190222,2019,2,22,달집태우기 줄다리기 등,김천문화원,김천시,,054-434-4336,www.gcculture.or.kr,-,20191220,5060000,경상북도 김천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000814,,김천자두포도축제,경상북도,김천시,4715011000,47,47150,삼락동,4715057500,대신동,4.72E+11,경상북도 김천시 운동장길 1 (삼락동),39524,라마529943,36.144924,128.088088,김천시종합스포츠타운 및 체험농장,20190718,2019,7,18,20190721,2019,7,21,자두포도 품평회 자두포도 수확체험 각종 문화예술공연 등,김천시자두포도축제추진위원회,김천시,,054-421-2602,www.gcjadu.com,"특산물(자두, 포도)",20191220,5060000,경상북도 김천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000815,,2019 보정역생활문화센터 <청춘파티  - 특별프로그램>,경기도,용인시 기흥구,4146311800,41,41463,보정동,4146359000,보정동,4.15E+11,경기도 용인시 기흥구 용구대로 2585 (보정동),16905,다사652242,37.31629272,127.1081614,보정역생활문화센터,20191213,2019,12,13,20191213,2019,12,13,"강연자, 참여자가 ''인생'', ''청춘'', ''문화''를 키워드로 모여 능정적 참여자로서 서로에게 배우는 생활 속 프로그램",용인문화재단,용인문화재단,,031-260-3320,www.yicf.or.kr,,20191209,4050000,경기도 용인시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000818,,봉황각 3.1독립운동 재현행사,서울특별시,강북구,1130510400,11,11305,우이동,1130564500,우이동,1.13E+11,서울특별시 강북구 삼양로173길 107-12 (우이동),1002,다사564624,37.66053059,127.0064736,서울특별시 강북구 우이동 봉황각 일원,20190301,2019,3,1,20190301,2019,3,1,도선사 타종  독립선언문 낭독  길놀이 및 태극기 거리행진,서울특별시 강북구청,서울특별시 강북구청,강북문화발전협의회  천도교 중앙총부  티브로드,02-901-6207,www.gangbuk.go.kr,,20191118,3080000,서울특별시 강북구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000819,,4.19혁명 국민문화제 2019,서울특별시,강북구,1130510300,11,11305,수유동,1130563500,수유3동,1.13E+11,서울특별시 강북구 도봉로89길 13 (수유동),1071,다사581600,37.63918553,127.0254518,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,20190413,2019,4,13,20190419,2019,4,19,4.19기념 국민문화제,4.19혁명 국민문화제위원회,4.19 3개단체 및 서울특별시 강북구청,국가보훈처 서울특별시  서울특별시 교육청  KBS,02-901-6206,www.festival419.org,,20191118,3080000,서울특별시 강북구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
