id,,fclt_name,ctprvn_nm,sgnr_nm,legaldong_cd,legaldong_cd_si,legaldong_cd_gu,legalemd_nm,adstrd_cd,adstrd_nm,rdnmaddr_cd,rdnm_addr,zip_cd,grid_cd,x_cd,y_cd,opmt_plce,fstvl_bgn_dt,fstvl_bgn_dt_year,fstvl_bgn_dt_month,fstvl_bgn_dt_day,fstvl_end_dt,fstvl_end_dt_year,fstvl_end_dt_month,fstvl_end_dt_day,fstvl_cn,mnnst,auspc_instt,supt_instt,telno,hmpg,rlt_inf,data_stdde,prvd_agnc_cd,prvd_agnc_nm,lst_updt_dt,data_orgn,FILE_NAME,base_ymd
KC488PO20N000376,,수성못 페스티벌,대구광역시,수성구,2726011100,27,27260,두산동,2726064000,두산동,2.73E+11,대구광역시 수성구 무학로 112,42203,마마012597,35.82937671,128.6205781,"수성못,들안길",20200918,2020,9,18,20200920,2020,9,20,"수성못 주제 프로그램, 들안길 푸드 페스티벌 등",(재)수성문화재단,(재)수성문화재단,대구광역시 수성구,053-666-2163,http://www.ssfestival.net/,"들안길먹거리타운,  수성랜드, 카페촌",20200714,3460000,대구광역시 수성구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000377,,수성 건강 축제,대구광역시,수성구,2726012700,27,27260,대흥동,2726068000,고산2동,2.73E+11,대구광역시 수성구 유니버시아드로 140 (대흥동),42250,마마072601,35.83165878,128.687326,대구스타디움 서편광장,20200710,2020,7,10,20200711,2020,7,11,테마별 건강체험관 운영,수성구 보건소,수성구 보건소,,053-666-3124,http://suseong.kr,대구스타디움,20200714,3460000,대구광역시 수성구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000378,,수성빛예술제,대구광역시,수성구,2726011100,27,27260,두산동,,,2.73E+11,대구광역시 수성구 무학로 112 (두산동),42203,마마012597,35.82937671,128.6205781,수성못 일대,20201204,2020,12,4,20210110,2021,1,10,주민참여 빛작품 전시 등,(재)수성문화재단,(재)수성문화재단,대구광역시 수성구,053-666-2162,http://www.suseong.or.kr,"들안길먹거리타운, 수성랜드, 카페촌",20200714,3460000,대구광역시 수성구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000379,,화순고인돌문화축제,전라남도,화순군,4679036022,46,46790,도곡면,4679036000,도곡면,4.68E+11,전라남도 화순군 도곡면 효자1길 20,58154,다라469657,34.98557648,126.918716,고인돌유적지 일원 (도곡면 효산리),20200919,2020,9,19,20200920,2020,9,20,"고인돌이야기 재현, 고인돌마을 솟대 세우기, 고인돌 사진 전시, 유물 만들기, 비석치기, 농특산물 홍보관 등",화순고인돌축제추진위원회,화순고인돌축제추진위원회,,061-379-5070,,"행사소개,행사개요 및 내용 등",20200710,4900000,전라남도 화순군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000380,,화순 국화향연,전라남도,화순군,4679025030,46,46790,화순읍,4679025000,화순읍,4.68E+11,전라남도 화순군 화순읍 진각로 85,58122,다라530738,35.05831397,126.9851617,화순읍 남산공원,20201023,2020,10,23,20201108,2020,11,8,"공식, 전시, 공연, 체험, 농특산물 판매, 국화 전시행사",화순군,화순군,,061-379-3575,http://hwasun.go.kr/festival/,"행사소개,행사장 정보,화순투어,커뮤니티",20200710,4900000,전라남도 화순군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000381,,화순적벽 문화축제,전라남도,화순군,4679038027,46,46790,이서면,,,4.68E+11,전라남도 화순군 이서면 백아로 3114,58103,다라616796,35.11101204,127.0791227,"이서 커뮤니티센터, 화순 적벽 망향정 일원",20201030,2020,10,30,20201030,2020,10,30,"기념식, 체험, 사진 전시, 지역농산물 판매 등",이서면 번영회,화순적벽 문화축제 추진위원회,,061-379-5090,,"행사소개,행사개요 및 내용 등",20200710,4900000,전라남도 화순군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000382,,제28회 연천 구석기 축제,경기도,연천군,4180025321,41,41800,전곡읍,,,4.18E+11,경기도 연천군 전곡읍 양연로 1510,11027,다아615018,38.01564928,127.0614528,연천전곡리유적,20201009,2020,10,9,20201011,2020,10,11,세계구석기체험마당+공연마당+구석기가족마당+먹거리마당+장터마당,연천구석기축제추진위원회,경기도 연천군청,문화체육관광부+경기도+한국관광공사+경기관광공사,031-839-2561,http://festival.yeoncheon.go.kr,연천전곡리유적+아슐리안주먹도끼+선사문화축제+국가사적+구석기바비큐+체험축제,20200626,4140000,경기도 연천군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000384,,불갑산상사화축제,전라남도,영광군,4687033026,46,46870,불갑면,4687033000,불갑면,4.69E+11,전라남도 영광군 불갑면 불갑사로 450,57058,다라135897,35.19967453,126.5500459,불갑면,20200918,2020,9,18,20200927,2020,9,27,문화축제,영광 불갑산상사화축제 추진위원회,영광 불갑산상사화축제 추진위원회,"영광군,영광군의회,한빛원자력",061-350-5473,http://상사화축제.com,,20200630,4970000,전라남도 영광군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000388,,휴애리 수국축제,제주특별자치도,서귀포시,5013025329,50,50130,남원읍,,,5.01E+11,제주특별자치도 서귀포시 남원읍 신례동로 256,63608,다나194800,33.30853467,126.6343826,휴애리 자연생활공원,20200320,2020,3,20,20200719,2020,7,19,동물먹이주기체험. 승마체험/ 야생화 자연 학습체험. 전통놀이체험. 오색수국 사진전 등,휴애리 자연생활공원,휴애리 자연생활공원,,064-732-2114,http://www.hueree.com/index.php,,20200707,6500000,제주특별자치도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000390,,제천국제음악영화제,충청북도,제천시,4315011300,43,43150,청전동,4315059000,청전동,4.32E+11,충청북도 제천시 의림대로 242 (청전동),27152,라사636057,37.148685,128.216854,"시내일원,청풍면,의림지",20200813,2020,8,13,20200817,2020,8,17,음악영화제,제천국제음악영화제집행위원회,제천국제음악영화제집행위원회,제천시,043-646-2242,www.jimff.org,,20200228,4400000,충청북도 제천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000391,,제천의병제,충청북도,제천시,4315011300,43,43150,청전동,4315059000,청전동,4.32E+11,충청북도 제천시 의림대로 242 (청전동),27152,라사636057,37.148685,128.216854,여름광장,20200101,2020,1,1,20201231,2020,12,31,의병제,(재)제천문화재단,(재)제천문화재단,제천시,043-641-4870,www.jcac.or.kr,,20200228,4400000,충청북도 제천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000392,,겨울왕국 제천페스티벌,충청북도,제천시,4315011300,43,43150,청전동,4315059000,청전동,4.32E+11,충청북도 제천시 의림대로 242 (청전동),27152,라사636057,37.148685,128.216854,시내 및 의림지 일원,20201224,2020,12,24,20200124,2020,1,24,겨울벚꽃 및 얼음 축제,(재)제천문화재단,(재)제천문화재단,제천시,043-641-4870,www.jcac.or.kr,,20200228,4400000,충청북도 제천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000394,,휴애리 수국축제,제주특별자치도,서귀포시,5013025329,50,50130,남원읍,,,5.01E+11,제주특별자치도 서귀포시 남원읍 신례동로 256,63608,다나194800,33.30853467,126.6343826,휴애리 자연생활공원,20200320,2020,3,20,20200719,2020,7,19,동물먹이주기체험. 승마체험/ 야생화 자연 학습체험. 전통놀이체험. 오색수국 사진전 등,휴애리 자연생활공원,휴애리 자연생활공원,,064-732-2114,http://www.hueree.com/index.php,,20200713,6520000,제주특별자치도 서귀포시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000395,,제주허브동산 수국축제,제주특별자치도,서귀포시,5013032021,50,50130,표선면,,,5.01E+11,제주특별자치도 서귀포시 표선면 돈오름로 170,63628,다나362821,33.32912371,126.8147248,제주허브동산,20200610,2020,6,10,20200719,2020,7,19,"일 년 내내 정성스럽게 가꾼 형형색색의 여름수국길, 풍차 수국 포토존 등 다채로운 포토 스팟이 조성",제주허브동산,제주허브동산,,064-787-7362,http://www.herbdongsan.com/,,20200713,6520000,제주특별자치도 서귀포시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000396,,마노르블랑 유럽수국축제,제주특별자치도,서귀포시,5013031026,50,50130,안덕면,,,5.01E+11,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,63527,나나877743,33.25482247,126.2949865,카페 마노르블랑,20200525,2020,5,25,20200831,2020,8,31,"수국축제의 향연, 전세계 30여종 7천여본 수국들을 만나다",카페 마노르블랑,카페 마노르블랑,,064-794-0999,https://manorblanc.modoo.at/,,20200713,6520000,제주특별자치도 서귀포시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000397,,2020 제주식품대전,제주특별자치도,서귀포시,5013011200,50,50130,중문동,,,5.01E+11,제주특별자치도 서귀포시 중문관광로 224 (중문동),63547,나나998727,33.24129026,126.4244423,제주국제컨벤션센터 (ICC JEJU),20200716,2020,7,16,20200719,2020,7,19,혜의 자연환경을 자랑하는 청정 제주의 다채로운 식품과 새로운 식품 트렌드를 한 자리에서 만날 수 있는 2020 제주식품대전,㈜ICC JEJU,㈜ICC JEJU,,064-711-1002,https://www.jejufoodshow.com/,,20200713,6520000,제주특별자치도 서귀포시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000398,,땅끝매화축제,전라남도,해남군,4682041024,46,46820,산이면,4682041000,산이면,4.68E+11,전라남도 해남군 산이면 예덕길 125-89,59012,다라049260,34.62452401,126.463392,보해매실농원,20200307,2020,3,7,20200315,2020,3,15,"매화향기(공연), 매화포토존, 체험 등",땅끝매화축체추진위원회,땅끝매화축체추진위원회,"해남군, 보해양조",061-531-3512,www.haenam.go.kr,,20200713,4930000,전라남도 해남군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000399,,달마고도 걷기축제,전라남도,해남군,4682034034,46,46820,송지면,4682034000,송지면,4.68E+11,전라남도 해남군 송지면 미황사길 164,59067,다다152991,34.38223237,126.5779589,미황사일원,20200328,2020,3,28,20200328,2020,3,28,"달마고도순례길걷기, 무대행사, 체험등",전라남도 해남군,전라남도 해남군,미황사,061-530-5159,www.haenam.go.kr,,20200713,4930000,전라남도 해남군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000400,,흑석산 철쭉제,전라남도,해남군,4682038032,46,46820,계곡면,4682038000,계곡면,4.68E+11,전라남도 해남군 계곡면 산골길 306,59017,다라191310,34.6709354,126.6169962,가학산자연휴양림,20200425,2020,4,25,20200426,2020,4,26,"산신제, 어린이체험, 산행, 농산물홍보 등",흑석산철쭉제추진위원회,흑석산철쭉제추진위원회,해남군,061-531-3362,www.haenam.go.kr,,20200713,4930000,전라남도 해남군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000401,,연호보리축제,전라남도,해남군,4682040023,46,46820,황산면,4682040000,황산면,4.68E+11,전라남도 해남군 황산면 원금길 162-51,59008,다라075231,34.59870438,126.4913358,냔냔이농원,20200530,2020,5,30,20200530,2020,5,30,"보리밭체험, 문화탐방, 참여마당, 놀이마당, 나만의 인생샷 포토존, 무대공연, 솟대만들기",연호마을축제위원회,연호마을축제위원회,해남군,061-535-1092,www.haenam.go.kr,,20200713,4930000,전라남도 해남군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000402,,땅끝수국축제,전라남도,해남군,4682033029,46,46820,현산면,4682033000,현산면,4.68E+11,전라남도 해남군 현산면 봉동길 232-118,59060,다라169069,34.45321139,126.5955014,포레스트수목원,20200610,2020,6,10,20200719,2020,7,19,"100여희귀품종, 수국사진공모전 등",포레스트수목원,포레스트 수목원,해남군,061-533-7220,www.4est수목원.com,,20200713,4930000,전라남도 해남군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000403,,송호해변여름축제,전라남도,해남군,4682034030,46,46820,송지면,4682034000,송지면,4.68E+11,전라남도 해남군 송지면 땅끝해안로 1813,59065,다다097917,34.31571344,126.51895,송호해수욕장,20200718,2020,7,18,20200809,2020,8,9,"여름음악회, 불꽃축제, 체험행사 등",㈜파라,해남군,해남군,061-530-5157,,,20200713,4930000,전라남도 해남군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000404,,오시아노 樂 페스티벌,전라남도,해남군,4682043032,46,46820,화원면,4682043000,화원면,4.68E+11,전라남도 해남군 화원면 시아로 552,59002,나라864314,34.670829,126.260601,해남오시아노캠핑장,20200814,2020,8,14,20200816,2020,8,16,"놀이마당, 문화마당,체험, 캠핑존 등",㈜파라,해남군,해남군,061-530-5158,,,20200713,4930000,전라남도 해남군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000405,,북평용줄다리기 축제,전라남도,해남군,4682035021,46,46820,북평면,4682035000,북평면,4.68E+11,전라남도 해남군 북평면 한밭등길 5-1,59055,다라198014,34.40370907,126.6280888,북평힐링공원,20201023,2020,10,23,20201023,2020,10,23,"줄고사, 용줄다리기, 달집태우기 등",북평용줄다리기보존회,북평용줄다리기보존회,"농림수산식품부, 해남군",061-531-3213,www.haenam.go.kr,,20200713,4930000,전라남도 해남군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000406,,땅끝 해넘이·해맞이 축제,전라남도,해남군,4682034030,46,46820,송지면,4682034000,송지면,4.68E+11,전라남도 해남군 송지면 땅끝마을길 70-14,59065,다다106898,34.2982093,126.5293983,땅끝마을일원,20201231,2020,12,31,20210101,2021,1,1,"해넘이제례, 인정나누기, 달집태우기, 해맞이 등","땅끝해넘이,해맞이축제추진위원회","땅끝해넘이,해맞이축제추진위원회",해남군,061-531-3161,www.haenam.go.kr,,20200713,4930000,전라남도 해남군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000407,,군산시간여행축제,전라북도,군산시,4513011800,45,45130,중앙로1가,4513053000,월명동,4.51E+11,전라북도 군산시 중앙로 178 (중앙로1가),54021,다마289770,35.98772627,126.711725,구. 시청광장 및 시간여행마을 일원,20201009,2020,10,9,20201011,2020,10,11,근대문화축제,군산시간여행축제추진위원회,군산시,전라북도,063-454-3302,http://festival.gunsan.go.kr/,"주변관광지 : 군산근대역사박물관, 초원사진관, 동국사 등",20200713,4670000,전라북도 군산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000410,,인제빙어축제,강원도,인제군,4281031024,42,42810,남면,4281031000,남면,4.28E+11,강원도 인제군 남면 모루박길 17-46,24646,라사523988,37.98808996,128.0955517,강원도 인제군 남면 부평리 빙어호,20200118,2020,1,18,20200127,2020,1,27,"축제행사, 빙어낚시, 체험, 특산품 판매, 공연",(재)인제군문화재단,(재)인제군문화재단,인제군,033-460-8971,http://www.injefestival.co.kr/,,20200619,4330000,강원도 인제군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000412,,대관령눈꽃축제,강원도,평창군,4276038024,42,42760,대관령면,4276038000,대관령면,4.28E+11,강원도 평창군 대관령면 올림픽로 109,25347,마사062641,37.670709,128.704625,대관령면 횡계리 송천일원,20200117,2020,1,17,20200127,2020,1,27,눈조각전시+눈썰매체험,대관령면축제위원회,강원도 평창군,평창군,033-335-3995,http://www.snowfestival.net,주변관광지 및 행사정보제공,20200707,4280000,강원도 평창군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000413,,오대산문화축전,강원도,평창군,4276036027,42,42760,진부면,4276036000,진부면,4.28E+11,강원도 평창군 진부면 오대산로 413-28,25318,라사958710,37.73403976,128.5875972,오대산 월정사,20201008,2020,10,8,20201011,2020,10,11,산사음악회+전시+불교문화체험,월정사,강원도 평창군,강원도,033-339-6800,http://www.woljeongsa.org,주변관광지 및 행사정보제공,20200707,4280000,강원도 평창군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000414,,조선통신사 축제,부산광역시,중구,2611013100,26,26110,창선동1가,2611057000,광복동,2.61E+11,부산광역시 중구 광복중앙로 3 (창선동1가),48948,마라395793,35.09953937,129.0311369,용두산공원 및 광복로 일원,20201001,2020,10,1,20201031,2020,10,31,"광장행사, 조선통신사 평화의 행렬, 조선통신사의 밤, 한일거리예술공연 등",(재)부산문화재단,부산광역시,부산광역시 중구,051-600-4085,http://www.bsjunggu.go.kr/tour/index.junggu?menuCd=DOM_000000203003000000,,20200312,3250000,부산광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000415,,광복로연등문화제,부산광역시,중구,2611013400,26,26110,광복동2가,2611057000,광복동,2.61E+11,부산광역시 중구 광복로77번길 5 (광복동2가),48952,마라397792,35.09905809,129.0333969,광복로 및 광복중앙로 일원,20200414,2020,4,14,20200503,2020,5,3,장엄등 및 거리등 전시,부산중구불교연합회,부산중구불교연합회,부산광역시 중구,051-253-8686,,,20200312,3250000,부산광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000416,,보수동책방골목문화축제,부산광역시,중구,2611012000,26,26110,보수동1가,2611054500,보수동,2.61E+11,부산광역시 중구 흑교로46번길 11 (보수동1가),48967,마라391797,35.10362715,129.0261809,보수동책방골목 및 문화관,20201001,2020,10,1,20201031,2020,10,31,책읽는마을 심포지엄/공연행사/체험 등,보수동 책방골목 번영회,보수동 책방골목 번영회,부산광역시 중구,051-253-7220,http://www.bosubook.com/,,20200312,3250000,부산광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000417,,부산국제영화제 전야제,부산광역시,중구,2611014000,26,26110,남포동5가,2611058000,남포동,2.61E+11,부산광역시 중구 비프광장로 36 (남포동5가),48953,마라393792,35.09862035,129.0287588,BIFF광장 및 광복로 등,20201006,2020,10,6,20201006,2020,10,6,핸드프린팅 개봉/축하공연,(사) 부산국제영화제,(사) 부산국제영화제,부산광역시 중구,051-709-2091,http://www.biff.kr,,20200312,3250000,부산광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000418,,부산자갈치축제,부산광역시,중구,2611013900,26,26110,남포동4가,2611058000,남포동,2.61E+11,부산광역시 중구 자갈치해안로 52 (남포동4가),48983,마라395790,35.0966394,129.0305933,자갈치시장 및 유라리광장 일원,20201008,2020,10,8,20201011,2020,10,11,"개막식, 길놀이, 체험프로그램등",(사)부산자갈치문화관광축제위원회,(사)부산자갈치문화관광축제위원회,"부산광역시, 부산광역시 중구, 부산시설관리공단",051-243-9363,http://www.ejagalchi.com/,,20200312,3250000,부산광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000419,,부산크리스마스트리문화축제,부산광역시,중구,2611013400,26,26110,광복동2가,2611057000,광복동,2.61E+11,부산광역시 중구 광복중앙로 2 (광복동2가),48952,마라395793,35.0995432,129.0314651,광복로 및 중구 관내 일원,20201128,2020,11,28,20210103,2021,1,3,일루미네이션 크리스마스트리장식/성탄음악행사/시민참여행사/점등식 등,(사) 부산기독교총연합회,(사) 부산기독교총연합회,"부산광역시, 부산광역시중구등",051-464-0112,http://www.bctf.kr,,20200312,3250000,부산광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000420,,태백산눈축제,강원도,태백시,4219010100,42,42190,황지동,4219054000,상장동,4.22E+11,강원도 태백시 태붐로 21 (황지동),26023,마사319083,37.16421694,128.9865547,태백산국립공원 및 시내일원,20200110,2020,1,10,20200119,2020,1,19,"개막행사, 대형눈조각전시, 체험공연프로그램 등",강원도 태백시,태백시축제위원회,"문화체육관광부, 강원도, 한국관광공사, 한국지역진흥재단 등",033-550-2085,http://festival.taebaek.go.kr/snow/,없음,20200710,4220000,강원도 태백시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000422,,강릉단오제,강원도,강릉시,4215012100,42,42150,노암동,4215061500,강남동,4.22E+11,강원도 강릉시 단오장길 12,25586,마사229729,37.74820212,128.8950714,강릉시 남대천 단오장 및 지정행사장,20200621,2020,6,21,20200628,2020,6,28,"문화재행사, 공연, 체험, 전시, 시민참여행사, 경축부대행사및 난장 등",(사)강릉단오제위원회(사)강릉단오제보존회 외,"(사)강릉단오제위원회,(사)강릉단오제보존회","강원도, 문화체육관광부",033-641-1593,http://www.danojefestival.or.kr/,"축제개요,역사,사진자료 등",20200710,4200000,강원도 강릉시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000423,,난설헌허초희 문화제,강원도,강릉시,4215011200,42,42150,초당동,,,4.22E+11,강원도 강릉시 난설헌로193번길 1-16 (초당동),25466,마사241778,37.79187317,128.9096453,허균허난설헌기념공원,20200901,2020,9,1,20200930,2020,9,30,"솔밭음악회,체험,인형극 등",(사)교산·난설헌선양회,강릉시,,033-640-5580,http://www.hongkildong.or.kr/,http://www.hongkildong.or.kr/web2011/board.php?board=nan&command=body&no=5&config=5,20200710,4200000,강원도 강릉시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000424,,허균문화제,강원도,강릉시,4215011200,42,42150,초당동,4215058000,초당동,4.22E+11,강원도 강릉시 난설헌로193번길 1-16 (초당동),25466,마사241778,37.79187317,128.9096453,허균허난설헌기념공원,20201010,2020,10,10,20201011,2020,10,11,"재례 및 허균문학 작가상 시상식, 학술대회, 한복체험, 인형극 공연 등",(사)교산·난설헌선양회,강릉시,,000-0000-0000,http://www.hongkildong.or.kr/,http://www.hongkildong.or.kr/web2011/board.php?board=moon&command=body&no=5&config=5,20200710,4200000,강원도 강릉시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000425,,강릉커피축제,강원도,강릉시,4215011100,42,42150,포남동,4215057200,포남2동,4.22E+11,강원도 강릉시 수리골길 102 (포남동),25472,마사230764,37.77929864,128.8970866,"강릉아레나, 안목해변",20201008,2020,10,8,20201011,2020,10,11,"100인100미 강릉바리스타 퍼포먼스, 커피경연대회(바리스타, 핸드드립, 커핑, 마카롱) , 커피체험(로스팅, 추출, 커핑, 공예품 등), 전시, 공연 등",강릉문화재단,강릉시,"문화체육관광부, 강원도",033-647-6802,http://www.coffeefestival.net/,http://korean.visitkorea.or.kr/kor/bz15/where/festival/festival.jsp?cid=825295,20200710,4200000,강원도 강릉시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000427,,이천쌀문화축제,경기도,이천시,4150010200,41,41500,관고동,4150053000,관고동,4.15E+11,경기도 이천시 경충대로2697번길 306 (관고동),17379,다사935198,37.27793778,127.4269268,이천시 설봉공원,20201022,2020,10,22,20201025,2020,10,25,공연+농촌체험+농산물판매,이천쌀문화축제추진위원회,이천시,경기도,031-645-3093,http://www.recefestival.or.kr,설봉산+한국도자재단,20200710,4070000,경기도 이천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000428,,이천도자기축제,경기도,이천시,4150031029,41,41500,신둔면,4150031000,신둔면,4.15E+11,경기도 이천시 신둔면 도자예술로5번길 109,17306,다사898215,37.29309775,127.385686,이천시 신둔면 예스파크,20200425,2020,4,25,20200503,2020,5,3,도자기전시+체험,이천시도자기축제추진위원회,이천시,경기도,031-645-3094,http://www.ceramic.or.kr,예스파크(이천도자예술마을) +사기막골도예촌+월전미술관+이천세라피아+이천시립박물관+미란다호텔스파+테르메덴,20200710,4070000,경기도 이천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000431,,이천인삼축제,경기도,이천시,4150010200,41,41500,관고동,4150053000,관고동,4.15E+11,경기도 이천시 경충대로2697번길 306 (관고동),17379,다사935198,37.27793778,127.4269268,이천시 설봉공원,20201030,2020,10,30,20201101,2020,11,1,인삼판매+먹거리장터+농산물판매,경기동부인삼농협,이천인삼축제추진위원회,이천시,031-645-3094,http://www.kginsam.nonghyup.com,설봉산+이천인삼,20200710,4070000,경기도 이천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000461,,안동민속축제,경상북도,안동시,4717011200,47,47170,동부동,4717051000,중구동,4.72E+11,경상북도 안동시 서동문로 203 (동부동),36693,마바104416,36.5662343,128.7342615,웅부공원,20200925,2020,9,25,20201004,2020,10,4,"차전놀이, 놋다리밟기, 저전농요 등",안동문화원,안동시청,,054-859-0825,www.adcc.or.kr,,20200618,5070000,경상북도 안동시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000462,,안동국제탈춤축제,경상북도,안동시,4717011300,47,47170,운흥동,4717051000,중구동,4.72E+11,경상북도 안동시 육사로 239 (운흥동),36709,마바102410,36.5606948,128.7322556,"안동탈춤공원, 하회마을",20200925,2020,9,25,20201004,2020,10,4,"탈춤공연, 경연, 대동난장 등",안동축제관광재단,안동시청,,054-841-6398,www.maskdance.com,대한민국 명예대표축제,20200618,5070000,경상북도 안동시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000463,,제2회 인천 송도크루즈 불꽃축제,인천광역시,연수구,2818510600,28,28185,송도동,,,2.82E+11,인천광역시 연수구 국제항만대로 438 (송도동),22016,다사196366,37.425126,126.5916752,골든하버 인천항크루즈터미널,20200822,2020,8,22,20200822,2020,8,22,멀티미디어 융복합 불꽃공연 및 부대행사,"해양수산부, 연수구, 인천항만공사",연수문화재단,,032-749-7302,,,20200706,3520000,인천광역시 연수구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000464,,제11회 연수 능허대 문화축제,인천광역시,연수구,2818510300,28,28185,연수동,,,2.82E+11,인천광역시 연수구 새말로 120 (연수동),21928,다사276357,37.41807754,126.6824114,문화공원,20201010,2020,10,10,20201011,2020,10,11,"능허대 소재 각종 공연, 전시 및 체험프로그램",연수구,연수문화재단,,032-749-7302,http://www.neungheodaefestival.or.kr/,,20200706,3520000,인천광역시 연수구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000465,,어린이 축제,인천광역시,중구,2811010500,28,28110,해안동1가,,,2.81E+11,인천광역시 중구 제물량로218번길 3 (해안동1가),22314,다사222418,37.4727812,126.6205961,인천아트플랫폼,20201010,2020,10,10,20201010,2020,10,10,어린이 축제,인천광역시 중구,인천광역시 중구,,032-760-6445,http://www.icjg.go.kr/tour/cttu0202a,,20200707,3490000,인천광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000466,,무의도 춤축제,인천광역시,중구,2811015200,28,28110,무의동,,,2.81E+11,인천광역시 중구 하나개로 151-8 (무의동),22387,다사035322,37.38415996,126.4108191,무의도하나개해수욕장,20200801,2020,8,1,20200801,2020,8,1,"문의도설화창작공연, 전국댄스경연대회",무의도아트센터,무의도아트센터,,032-760-6445,http://www.icjg.go.kr/tour/cttu0202a,,20200707,3490000,인천광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
